,ZIP,Latitude,Longitude,City,State,State Name,Population,Density,County,County Population,County Cases,County Deaths,Cases,Deaths,ZHVI,Arts & Entertainment,Event,Nightlife Spot,Outdoors & Recreation,College & University,Travel & Transport,Professional & Other Places,Food,Shop & Service,Residence,School,Medical Center,Hospital,Spiritual Center
432,11739,40.72955,-73.16056,Great River,NY,New York,1027,588,Suffolk,1481758,41730,1984.0,29.0,1.0,725977.0,3,0,7,14,19,3,33,17,22,3,7,18,0,3
433,11740,40.86529,-73.36138000000001,Greenlawn,NY,New York,9070,985,Suffolk,1481758,41730,1984.0,255.0,12.0,593673.0,8,0,4,10,5,4,100,26,53,2,7,72,2,3
434,11741,40.79488,-73.07032,Holbrook,NY,New York,27149,1429,Suffolk,1481758,41730,1984.0,765.0,36.0,441084.0,3,0,5,11,2,1,52,28,75,6,6,19,0,4
435,11742,40.81007,-73.04143,Holtsville,NY,New York,12566,1025,Suffolk,1481758,41730,1984.0,354.0,17.0,429025.0,4,0,5,11,2,9,31,17,44,4,3,3,0,1
436,11743,40.881240000000005,-73.42679,Huntington,NY,New York,41938,643,Suffolk,1481758,41730,1984.0,1181.0,56.0,699077.0,11,1,27,47,6,4,125,106,176,4,9,138,13,10
437,11746,40.81438,-73.36095,Huntington Station,NY,New York,68491,1085,Suffolk,1481758,41730,1984.0,1929.0,92.0,608976.0,1,1,1,3,2,5,25,6,23,2,11,4,0,5
438,11747,40.78412,-73.40975,Melville,NY,New York,18922,582,Suffolk,1481758,41730,1984.0,533.0,25.0,730912.0,6,0,4,22,8,9,104,38,182,8,7,44,1,4
439,11749,40.80676,-73.17087,Islandia,NY,New York,3345,592,Suffolk,1481758,41730,1984.0,94.0,4.0,378808.0,4,2,11,16,4,7,105,21,101,5,6,64,0,0
440,11751,40.72998,-73.21426,Islip,NY,New York,14559,1437,Suffolk,1481758,41730,1984.0,410.0,19.0,437710.0,7,0,9,28,14,11,116,52,125,7,8,145,5,6
441,11752,40.75671,-73.17481,Islip Terrace,NY,New York,9564,992,Suffolk,1481758,41730,1984.0,269.0,13.0,420349.0,6,0,7,5,5,5,46,22,52,4,8,12,0,5
442,11753,40.78996,-73.54011,Jericho,NY,New York,12596,1197,Nassau,1369519,42088,2188.0,387.0,20.0,846363.0,4,0,1,17,5,11,104,26,127,3,9,58,3,6
443,11754,40.887679999999996,-73.24739,Kings Park,NY,New York,18086,993,Suffolk,1481758,41730,1984.0,509.0,24.0,513277.0,6,0,7,12,5,4,54,27,41,4,7,21,4,5
444,11755,40.8582,-73.11723,Lake Grove,NY,New York,12510,1474,Suffolk,1481758,41730,1984.0,352.0,17.0,467928.0,3,0,10,15,5,3,68,60,183,7,7,33,5,2
445,11756,40.72544,-73.51656,Levittown,NY,New York,43099,2992,Nassau,1369519,42088,2188.0,1325.0,69.0,465956.0,4,1,9,36,9,9,104,52,154,5,27,75,4,6
446,11757,40.68875,-73.37348,Lindenhurst,NY,New York,44115,2609,Suffolk,1481758,41730,1984.0,1242.0,59.0,418245.0,5,1,10,29,6,6,77,80,152,3,22,45,2,5
