,ZIP,Latitude,Longitude,City,State,State Name,Population,Density,County,County Population,County Cases,County Deaths,Cases,Deaths,ZHVI,Arts & Entertainment,Event,Nightlife Spot,Outdoors & Recreation,College & University,Travel & Transport,Professional & Other Places,Food,Shop & Service,Residence,School,Medical Center,Hospital,Spiritual Center
1437,14042,42.468999999999994,-78.48654,Delevan,NY,New York,3966,34,Cattaraugus,73887,130,6.0,7.0,0.0,105924.0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
1438,14043,42.90188,-78.70342,Depew,NY,New York,24420,1099,Erie,926428,7544,576.0,199.0,15.0,163017.0,2,0,8,12,1,9,59,24,98,0,7,15,0,8
1439,14047,42.68584,-78.99348,Derby,NY,New York,6298,190,Erie,926428,7544,576.0,51.0,4.0,159806.0,1,0,2,4,1,0,17,7,22,0,0,12,0,1
1440,14048,42.48052,-79.31161,Dunkirk,NY,New York,14177,250,Chautauqua,128206,149,3.0,16.0,0.0,78847.0,3,0,4,6,4,9,40,9,34,0,4,18,1,3
1441,14051,43.042229999999996,-78.69905,East Amherst,NY,New York,20198,462,Erie,926428,7544,576.0,164.0,13.0,349166.0,2,0,3,11,2,2,30,9,41,3,3,22,0,2
1442,14052,42.77019,-78.58108,East Aurora,NY,New York,16614,108,Erie,926428,7544,576.0,135.0,10.0,285244.0,0,0,2,4,0,0,4,0,5,0,0,2,0,2
1443,14054,42.9152,-78.12748,East Bethany,NY,New York,1471,21,Genesee,57983,242,5.0,6.0,0.0,140354.0,0,0,0,4,0,0,3,0,0,0,0,0,0,0
1444,14055,42.55468,-78.6014,East Concord,NY,New York,1562,17,Erie,926428,7544,576.0,13.0,1.0,191664.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1445,14057,42.64582,-78.87732,Eden,NY,New York,8284,65,Erie,926428,7544,576.0,67.0,5.0,211248.0,4,0,1,6,1,0,13,7,7,0,4,5,0,4
1446,14058,43.10243,-78.16272,Elba,NY,New York,1951,23,Genesee,57983,242,5.0,8.0,0.0,126437.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1447,14059,42.833659999999995,-78.63603,Elma,NY,New York,10144,128,Erie,926428,7544,576.0,83.0,6.0,276168.0,2,0,1,5,0,1,8,4,5,0,1,5,0,2
