,ZIP,Latitude,Longitude,City,State,State Name,Population,Density,County,County Population,County Cases,County Deaths,Cases,Deaths,ZHVI,Arts & Entertainment,Event,Nightlife Spot,Outdoors & Recreation,College & University,Travel & Transport,Professional & Other Places,Food,Shop & Service,Residence,School,Medical Center,Hospital,Spiritual Center
916,93923,36.45759,-121.84388,Carmel,CA,California,12833,37,Monterey,418831,2270,17.0,70.0,1.0,1563516.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
917,93924,36.39891,-121.64066000000001,Carmel Valley,CA,California,6568,13,Monterey,418831,2270,17.0,36.0,0.0,1045283.0,1,0,0,0,1,0,0,2,1,0,0,0,0,0
918,93925,36.60065,-121.43122,Chualar,CA,California,2155,12,Monterey,418831,2270,17.0,12.0,0.0,456446.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,93926,36.52923,-121.4077,Gonzales,CA,California,9262,57,Monterey,418831,2270,17.0,50.0,0.0,449215.0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
920,93927,36.233579999999996,-121.37716999999999,Greenfield,CA,California,18778,26,Monterey,418831,2270,17.0,102.0,1.0,356883.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,93928,36.03236,-121.23952,Jolon,CA,California,820,11,Monterey,418831,2270,17.0,4.0,0.0,622728.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,93930,36.21476,-121.03097,King City,CA,California,17142,17,Monterey,418831,2270,17.0,93.0,1.0,339697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,93932,35.99154,-121.06232,Lockwood,CA,California,810,3,Monterey,418831,2270,17.0,4.0,0.0,643073.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,93933,36.68608,-121.787,Marina,CA,California,25015,673,Monterey,418831,2270,17.0,136.0,1.0,638806.0,3,0,4,10,12,5,30,36,65,3,4,9,0,9
925,93940,36.57945,-121.84331999999999,Monterey,CA,California,32411,596,Monterey,418831,2270,17.0,176.0,1.0,803724.0,3,0,3,5,2,14,67,11,40,3,3,35,1,5
927,93950,36.619,-121.92546999999999,Pacific Grove,CA,California,15595,2027,Monterey,418831,2270,17.0,85.0,1.0,929609.0,10,0,7,44,11,44,65,64,121,5,7,23,2,7
