,ZIP,Latitude,Longitude,City,State,State Name,Population,Density,County,County Population,County Cases,County Deaths,Cases,Deaths,ZHVI,Arts & Entertainment,Event,Nightlife Spot,Outdoors & Recreation,College & University,Travel & Transport,Professional & Other Places,Food,Shop & Service,Residence,School,Medical Center,Hospital,Spiritual Center
1218,95140,37.3897,-121.61968,Mount Hamilton,CA,California,115,1,Santa Clara,1899127,5552,165.0,0.0,0.0,1481068.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,95148,37.335390000000004,-121.7793,San Jose,CA,California,48854,1866,Santa Clara,1899127,5552,165.0,143.0,4.0,1011545.0,6,0,1,8,6,1,37,8,30,1,10,23,0,5
1220,95202,37.95945,-121.28753,Stockton,CA,California,6001,2336,San Joaquin,730666,5817,61.0,48.0,1.0,272567.0,8,1,10,25,10,19,108,77,171,2,24,99,11,8
1221,95203,37.95254,-121.33148,Stockton,CA,California,15775,983,San Joaquin,730666,5817,61.0,126.0,1.0,265695.0,4,0,7,9,2,4,23,15,40,0,4,3,1,7
1222,95204,37.97388,-121.31987,Stockton,CA,California,28425,2104,San Joaquin,730666,5817,61.0,226.0,2.0,276436.0,8,0,13,17,75,2,92,75,149,2,16,48,6,13
1223,95205,37.96451,-121.26,Stockton,CA,California,38544,1618,San Joaquin,730666,5817,61.0,307.0,3.0,235695.0,0,0,7,2,1,6,46,36,103,2,6,13,1,4
1224,95206,37.9141,-121.42133999999999,Stockton,CA,California,64034,174,San Joaquin,730666,5817,61.0,510.0,5.0,307801.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
1225,95207,38.00246,-121.32502,Stockton,CA,California,51879,2553,San Joaquin,730666,5817,61.0,413.0,4.0,303434.0,13,0,5,24,24,5,97,97,183,5,21,95,6,7
1226,95209,38.047259999999994,-121.35081000000001,Stockton,CA,California,44313,1820,San Joaquin,730666,5817,61.0,353.0,4.0,367668.0,8,0,2,7,3,2,31,11,38,3,7,17,2,1
1227,95210,38.030390000000004,-121.29876999999999,Stockton,CA,California,41117,2275,San Joaquin,730666,5817,61.0,327.0,3.0,283476.0,2,0,2,13,6,1,39,27,65,1,6,24,5,3
1228,95211,37.9799,-121.31286999999999,Stockton,CA,California,1629,3942,San Joaquin,730666,5817,61.0,13.0,0.0,,7,0,8,24,89,1,72,79,148,2,15,65,2,11
1229,95212,38.04827,-121.22818000000001,Stockton,CA,California,28049,452,San Joaquin,730666,5817,61.0,223.0,2.0,406972.0,0,0,2,0,0,0,2,1,0,0,0,0,0,0
1230,95215,37.943870000000004,-121.15286,Stockton,CA,California,24371,95,San Joaquin,730666,5817,61.0,194.0,2.0,290125.0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
1231,95219,38.041990000000006,-121.48581999999999,Stockton,CA,California,29668,190,San Joaquin,730666,5817,61.0,236.0,2.0,408899.0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1232,95220,38.1972,-121.23826000000001,Acampo,CA,California,7538,49,San Joaquin,730666,5817,61.0,60.0,1.0,585932.0,0,0,2,1,0,0,1,0,1,0,0,0,0,0
