,ZIP,Latitude,Longitude,City,State,State Name,Population,Density,County,County Population,County Cases,County Deaths,Cases,Deaths,ZHVI,Arts & Entertainment,Event,Nightlife Spot,Outdoors & Recreation,College & University,Travel & Transport,Professional & Other Places,Food,Shop & Service,Residence,School,Medical Center,Hospital,Spiritual Center
1519,95693,38.39999,-121.21256000000001,Wilton,CA,California,6759,42,Sacramento,1512008,4776,78.0,21.0,0.0,719397.0,0,0,0,1,0,0,1,0,2,0,0,0,0,0
1520,95694,38.5559,-122.00675,Winters,CA,California,10386,24,Yolo,216777,760,28.0,36.0,1.0,463878.0,0,0,0,1,0,0,4,0,1,0,0,1,1,1
1521,95695,38.6871,-121.85705,Woodland,CA,California,40857,104,Yolo,216777,760,28.0,143.0,5.0,398471.0,0,0,0,3,0,2,3,0,1,0,0,0,0,1
1522,95697,38.73236,-121.81022,Yolo,CA,California,420,708,Yolo,216777,760,28.0,1.0,0.0,356055.0,0,0,0,0,0,0,6,2,1,0,0,0,0,0
1523,95698,38.81752,-121.91213,Zamora,CA,California,179,3,Yolo,216777,760,28.0,1.0,0.0,399226.0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
1524,95699,38.435390000000005,-120.85946000000001,Drytown,CA,California,20,15,Amador,37903,35,0.0,0.0,0.0,389698.0,0,0,1,0,0,2,2,1,0,0,0,0,0,0
1525,95701,39.22738,-120.76632,Alta,CA,California,806,12,Placer,383630,970,11.0,2.0,0.0,341920.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1526,95703,38.990829999999995,-120.9853,Applegate,CA,California,938,78,Placer,383630,970,11.0,2.0,0.0,449334.0,0,0,0,5,0,3,4,0,1,0,0,0,0,1
1527,95709,38.74882,-120.67938000000001,Camino,CA,California,5315,83,El Dorado,186585,264,0.0,8.0,0.0,391841.0,1,0,5,11,0,2,8,5,10,0,1,1,0,0
1528,95713,39.08995,-120.91606000000002,Colfax,CA,California,9764,52,Placer,383630,970,11.0,25.0,0.0,404577.0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1529,95714,39.20128,-120.83928999999999,Dutch Flat,CA,California,440,44,Placer,383630,970,11.0,1.0,0.0,325089.0,1,0,1,3,0,2,1,2,2,0,0,0,0,0
1530,95715,39.26433,-120.67621000000001,Emigrant Gap,CA,California,91,2,Placer,383630,970,11.0,0.0,0.0,320787.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1531,95717,39.14458,-120.85264,Gold Run,CA,California,106,9,Placer,383630,970,11.0,0.0,0.0,363020.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,95720,38.767070000000004,-120.22651,Kyburz,CA,California,83,1,El Dorado,186585,264,0.0,0.0,0.0,267785.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1533,95721,38.8345,-120.08178999999998,Echo Lake,CA,California,15,2,El Dorado,186585,264,0.0,0.0,0.0,292837.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1534,95722,39.00591,-121.02841000000001,Meadow Vista,CA,California,4822,162,Placer,383630,970,11.0,12.0,0.0,523541.0,1,0,0,3,0,2,6,3,11,0,1,3,0,2
1535,95724,39.3117,-120.32805,Norden,CA,California,20,9,Placer,383630,970,11.0,0.0,0.0,655843.0,0,0,3,12,0,3,5,4,4,1,0,0,0,0
1536,95726,38.80337,-120.51645,Pollock Pines,CA,California,8170,46,El Dorado,186585,264,0.0,12.0,0.0,321964.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,95728,39.317,-120.42591000000002,Soda Springs,CA,California,229,12,Placer,383630,970,11.0,1.0,0.0,482150.0,0,0,0,7,0,2,0,1,0,1,0,0,0,0
1538,95735,38.820609999999995,-120.15225,Twin Bridges,CA,California,10,2,El Dorado,186585,264,0.0,0.0,0.0,289910.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,95736,39.03883,-120.97753,Weimar,CA,California,198,371,Placer,383630,970,11.0,1.0,0.0,644780.0,0,0,0,2,4,4,5,0,3,0,1,1,0,0
1540,95742,38.57509,-121.19836000000001,Rancho Cordova,CA,California,11921,61,Sacramento,1512008,4776,78.0,38.0,1.0,482224.0,1,0,0,2,0,0,6,1,4,1,0,0,0,0
1541,95746,38.75124,-121.18108000000001,Granite Bay,CA,California,23492,470,Placer,383630,970,11.0,59.0,1.0,830375.0,3,0,4,11,2,3,24,27,54,4,3,13,0,4
1542,95747,38.78145,-121.37295,Roseville,CA,California,65335,429,Placer,383630,970,11.0,165.0,2.0,518728.0,0,0,3,9,0,1,10,2,8,5,4,3,0,4
1543,95757,38.34333,-121.43361999999999,Elk Grove,CA,California,49683,257,Sacramento,1512008,4776,78.0,157.0,3.0,516556.0,0,0,0,1,0,0,2,0,0,0,0,1,0,0
1544,95758,38.42788,-121.44343,Elk Grove,CA,California,63894,1813,Sacramento,1512008,4776,78.0,202.0,3.0,430326.0,8,0,7,18,28,2,45,21,60,3,9,19,2,5
1545,95762,38.6764,-121.05771999999999,El Dorado Hills,CA,California,42494,363,El Dorado,186585,264,0.0,60.0,0.0,674819.0,0,0,1,5,1,1,14,1,14,1,5,3,0,2
1546,95765,38.81861,-121.27806000000001,Rocklin,CA,California,37878,1065,Placer,383630,970,11.0,96.0,1.0,542252.0,1,0,6,22,17,3,79,23,84,5,15,25,0,6
