,ZIP,Latitude,Longitude,City,State,State Name,Population,Density,County,County Population,County Cases,County Deaths,Cases,Deaths,ZHVI,Arts & Entertainment,Event,Nightlife Spot,Outdoors & Recreation,College & University,Travel & Transport,Professional & Other Places,Food,Shop & Service,Residence,School,Medical Center,Hospital,Spiritual Center
309,91905,32.67995,-116.31605,Boulevard,CA,California,1478,10,San Diego,3297495,17842,406.0,8.0,0.0,292572.0,0,0,0,0,0,2,0,1,2,0,0,0,0,0
310,91906,32.659459999999996,-116.46058000000001,Campo,CA,California,4351,14,San Diego,3297495,17842,406.0,24.0,1.0,337635.0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
311,91910,32.63827,-117.05705,Chula Vista,CA,California,74297,2393,San Diego,3297495,17842,406.0,402.0,9.0,572240.0,6,0,2,10,0,6,107,51,135,6,16,82,2,13
312,91911,32.60738,-117.05405,Chula Vista,CA,California,85365,2737,San Diego,3297495,17842,406.0,462.0,11.0,536082.0,3,0,5,25,2,9,82,55,156,1,16,25,2,9
313,91913,32.62005,-116.98705,Chula Vista,CA,California,53072,1552,San Diego,3297495,17842,406.0,287.0,7.0,611608.0,5,0,5,27,5,10,99,26,81,8,15,68,0,5
314,91914,32.665440000000004,-116.9524,Chula Vista,CA,California,16357,948,San Diego,3297495,17842,406.0,89.0,2.0,738886.0,6,0,5,42,4,4,108,11,62,4,10,75,2,3
315,91915,32.6223,-116.94953000000001,Chula Vista,CA,California,31740,1252,San Diego,3297495,17842,406.0,172.0,4.0,594738.0,6,0,6,25,3,4,24,42,111,6,7,6,0,3
316,91916,32.88799,-116.62136000000001,Descanso,CA,California,1962,16,San Diego,3297495,17842,406.0,11.0,0.0,444414.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,91917,32.60876,-116.7198,Dulzura,CA,California,920,11,San Diego,3297495,17842,406.0,5.0,0.0,482021.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
318,91931,32.84637,-116.55771000000001,Guatay,CA,California,496,16,San Diego,3297495,17842,406.0,3.0,0.0,392262.0,0,0,0,3,0,0,2,0,1,0,0,0,0,0
319,91932,32.57609,-117.1194,Imperial Beach,CA,California,26701,3754,San Diego,3297495,17842,406.0,144.0,3.0,643574.0,4,0,9,22,6,7,60,59,90,1,9,21,1,7
320,91934,32.65855,-116.17246000000002,Jacumba,CA,California,267,7,San Diego,3297495,17842,406.0,1.0,0.0,199710.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
321,91935,32.70884,-116.79048999999999,Jamul,CA,California,8332,35,San Diego,3297495,17842,406.0,45.0,1.0,702888.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,91941,32.759890000000006,-116.99341000000001,La Mesa,CA,California,32384,1522,San Diego,3297495,17842,406.0,175.0,4.0,680411.0,5,0,6,15,5,7,67,35,115,1,10,29,3,8
323,91942,32.77749,-117.02166000000001,La Mesa,CA,California,40205,2507,San Diego,3297495,17842,406.0,218.0,5.0,570187.0,7,3,25,53,5,21,183,110,200,18,17,217,34,13
324,91945,32.73317,-117.03416000000001,Lemon Grove,CA,California,27193,2506,San Diego,3297495,17842,406.0,147.0,3.0,514432.0,5,0,4,16,1,11,79,61,158,3,13,22,3,10
325,91948,32.869409999999995,-116.45317,Mount Laguna,CA,California,15,2,San Diego,3297495,17842,406.0,0.0,0.0,,0,0,0,7,0,0,0,0,0,0,0,0,0,0
326,91950,32.67001,-117.09419,National City,CA,California,62639,3060,San Diego,3297495,17842,406.0,339.0,8.0,472209.0,6,0,5,23,5,28,107,96,183,7,19,126,5,14
327,91962,32.777570000000004,-116.4742,Pine Valley,CA,California,2378,13,San Diego,3297495,17842,406.0,13.0,0.0,449151.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
328,91963,32.62627,-116.61006,Potrero,CA,California,999,13,San Diego,3297495,17842,406.0,5.0,0.0,350329.0,0,0,0,2,0,0,2,0,0,0,1,0,0,0
329,91977,32.72594,-116.99655,Spring Valley,CA,California,63393,2333,San Diego,3297495,17842,406.0,343.0,8.0,520338.0,5,0,2,9,1,0,35,9,61,0,8,4,1,6
330,91978,32.72416,-116.9424,Spring Valley,CA,California,10518,510,San Diego,3297495,17842,406.0,57.0,1.0,578023.0,2,0,4,4,1,0,17,15,48,1,4,10,1,1
331,91980,32.588809999999995,-116.61918,Tecate,CA,California,636,18,San Diego,3297495,17842,406.0,3.0,0.0,306429.0,4,0,5,1,3,5,12,12,7,0,0,1,0,0
332,92003,33.28568,-117.19872,Bonsall,CA,California,5042,106,San Diego,3297495,17842,406.0,27.0,1.0,668983.0,1,0,0,3,0,0,4,3,3,0,2,0,0,0
333,92004,33.13944,-116.10359,Borrego Springs,CA,California,2414,3,San Diego,3297495,17842,406.0,13.0,0.0,223942.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
334,92007,33.0219,-117.2735,Cardiff By The Sea,CA,California,11234,1648,San Diego,3297495,17842,406.0,61.0,1.0,1419364.0,6,1,8,24,6,8,95,33,66,3,12,49,3,8
335,92008,33.14594,-117.31783999999999,Carlsbad,CA,California,27330,1036,San Diego,3297495,17842,406.0,148.0,3.0,942203.0,3,0,8,19,3,15,32,14,47,5,9,6,0,5
336,92009,33.0943,-117.24578000000001,Carlsbad,CA,California,45827,1237,San Diego,3297495,17842,406.0,248.0,6.0,949264.0,7,0,7,21,2,4,37,22,41,4,3,14,1,1
337,92010,33.15687,-117.28475,Carlsbad,CA,California,16131,683,San Diego,3297495,17842,406.0,87.0,2.0,777417.0,0,0,3,7,1,1,16,7,11,4,5,2,0,1
338,92011,33.107209999999995,-117.2943,Carlsbad,CA,California,24382,1273,San Diego,3297495,17842,406.0,132.0,3.0,995631.0,5,0,4,27,5,14,74,19,88,6,6,18,0,4
339,92014,32.96687,-117.24798,Del Mar,CA,California,13863,843,San Diego,3297495,17842,406.0,75.0,2.0,1850686.0,6,1,22,45,5,15,83,67,151,5,9,63,1,3
340,92019,32.779090000000004,-116.8789,El Cajon,CA,California,42400,594,San Diego,3297495,17842,406.0,229.0,5.0,596079.0,1,0,0,5,2,2,4,3,1,0,1,0,0,0
341,92020,32.79552,-116.96973999999999,El Cajon,CA,California,58742,2003,San Diego,3297495,17842,406.0,318.0,7.0,581073.0,5,0,8,25,7,24,102,90,164,4,12,146,10,15
342,92021,32.83548,-116.8708,El Cajon,CA,California,71321,846,San Diego,3297495,17842,406.0,386.0,9.0,528785.0,5,0,2,7,0,2,5,7,25,0,1,0,0,1
