,ZIP,Latitude,Longitude,City,State,State Name,Population,Density,County,County Population,County Cases,County Deaths,Cases,Deaths,ZHVI,Arts & Entertainment,Event,Nightlife Spot,Outdoors & Recreation,College & University,Travel & Transport,Professional & Other Places,Food,Shop & Service,Residence,School,Medical Center,Hospital,Spiritual Center
807,34119,26.26653,-81.71461,Naples,FL,Florida,31632,442,Collier,363428,5433,85.0,473.0,7.0,410403.0,0,0,4,8,1,2,40,8,31,8,5,19,0,4
808,34120,26.323390000000003,-81.57525,Naples,FL,Florida,32502,68,Collier,363428,5433,85.0,486.0,8.0,315555.0,1,0,0,2,0,1,3,1,9,0,0,0,0,0
809,34134,26.356340000000003,-81.82836,Bonita Springs,FL,Florida,13977,473,Lee,717711,8125,171.0,158.0,3.0,488370.0,1,0,1,10,0,2,5,3,5,2,0,5,0,0
810,34135,26.35547,-81.75197,Bonita Springs,FL,Florida,46064,395,Lee,717711,8125,171.0,521.0,11.0,297530.0,0,0,1,3,0,3,8,2,6,5,1,2,0,4
811,34137,25.94097,-81.38067,Copeland,FL,Florida,454,9,Collier,363428,5433,85.0,7.0,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0
812,34138,25.81588,-81.37274000000001,Chokoloskee,FL,Florida,268,209,Collier,363428,5433,85.0,4.0,0.0,233013.0,0,0,0,3,0,2,1,3,1,0,0,0,0,0
813,34139,25.8255,-81.41295,Everglades City,FL,Florida,486,63,Collier,363428,5433,85.0,7.0,0.0,216713.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,34140,25.9245,-81.65935,Goodland,FL,Florida,437,80,Collier,363428,5433,85.0,7.0,0.0,343741.0,1,0,2,4,0,6,1,8,5,0,0,0,0,0
815,34141,25.97229,-81.09363,Ochopee,FL,Florida,67,1,Collier,363428,5433,85.0,1.0,0.0,85267.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,34142,26.33816,-81.33596,Immokalee,FL,Florida,30955,18,Collier,363428,5433,85.0,463.0,7.0,193044.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
817,34145,25.91903,-81.6953,Marco Island,FL,Florida,17692,389,Collier,363428,5433,85.0,264.0,4.0,548666.0,1,0,0,3,1,1,6,4,16,0,1,3,1,2
818,34201,27.40285,-82.46783,Bradenton,FL,Florida,3930,419,Manatee,377102,4080,135.0,43.0,1.0,415235.0,4,0,6,17,4,6,58,43,86,8,3,42,1,1
